uid	name	rank	parent	description	last_modified	common_name	species_count	split1	short_description
455	Diplura	order	Entognatha	Diplura are basal hexapods that live in moist soil, leaf litter, and decaying wood. Lacking eyes and wings, they use their long antennae and cerci to navigate dark environments. Some have pincers for predation, others feed on decomposing matter. Their concealed lifestyles and evolutionary distinctiveness make them important for understanding hexapod origins and subterranean ecology. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Two-pronged bristletails	18	0	Diplura are basal hexapods that live in moist soil, leaf litter, and decaying wood.

456	Lithobiomorpha	order	Chilopoda	Lithobiomorpha, also known as stone centipedes, are fast-moving arthropods with 15 pairs of legs and a dorsoventrally flattened body. They dwell under rocks, logs, and leaf litter in forests and grasslands worldwide. These nocturnal predators feed on insects, worms, and other small invertebrates. Unlike some centipede orders, they lack venomous forcipules and rely on speed and mechanical force to subdue prey. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Stone centipedes	2	0	Lithobiomorpha, also known as stone centipedes, are fast-moving arthropods with 15 pairs of legs and a dorsoventrally flattened body.

457	Myodocopida	order	Ostracoda	Myodocopida is an order of ostracods, small bivalved crustaceans characterized by soft bodies enclosed in a hinged carapace and a well-developed naupliar eye. Unlike many other ostracods, myodocopids possess lateral compound eyes and long antennae used for swimming. They inhabit marine environments from shallow coastal zones to deep sea, where they scavenge detritus and plankton. Many species are bioluminescent and used in behavioral and evolutionary studies. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Myodocopid ostracods	2	0	Myodocopida is an order of ostracods, small bivalved crustaceans characterized by soft bodies enclosed in a hinged carapace and a well-developed naupliar eye.

458	Nectiopoda	order	Remipedia	Nectiopoda is a former suborder classification for certain branchiopod crustaceans, primarily referring to fairy shrimp and their relatives. These filter-feeding crustaceans are adapted to ephemeral aquatic habitats, such as vernal pools and temporary ponds. They swim upside-down using rhythmic leg strokes and contribute to nutrient cycling. Though the term is largely obsolete in modern taxonomy, it reflects historical attempts to organize Branchiopoda. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Remipedes	7	0	Nectiopoda is a former suborder classification for certain branchiopod crustaceans, primarily referring to fairy shrimp and their relatives.

459	Notostraca	order	Branchiopoda	Notostraca, commonly known as tadpole shrimp, are ancient freshwater crustaceans with a broad carapace and long abdominal segments, giving them a tadpole-like appearance. Fossils show they have changed little since the Triassic. They inhabit ephemeral pools and temporary ponds, where they feed opportunistically on detritus, algae, and small invertebrates. Their eggs can withstand desiccation, allowing survival across seasonal cycles. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Tadpole shrimp	20	0	Notostraca, commonly known as tadpole shrimp, are ancient freshwater crustaceans with a broad carapace and long abdominal segments, giving them a tadpole-like appearance.

460	Phyllodocida	order	Polychaeta	Phyllodocida is an order within the polychaete annelids, characterized by elongated, segmented bodies and well-developed parapodia for locomotion. These predominantly marine worms display varied forms-from free-swimming predators to benthic detritivores-and contribute significantly to the recycling of organic matter on the ocean floor. Their diverse morphologies provide valuable insights into annelid evolution and functional biology. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Scale worms	1	0	Phyllodocida is an order within the polychaete annelids, characterized by elongated, segmented bodies and well-developed parapodia for locomotion.

461	Ricinulei	order	Arachnida	Ricinulei, or hooded tick-spiders, are a small order of cryptic arachnids found in tropical forests of West Africa and Central America. They are characterized by a movable hood (cucullus) that covers the mouthparts and a unique reproductive organ located on the third pair of legs. Ricinuleids are eyeless and inhabit leaf litter and soil, where they feed on small arthropods and organic debris. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	Hooded tickspiders	20	1	Ricinulei, or hooded tick-spiders, are a small order of cryptic arachnids found in tropical forests of West Africa and Central America.
